code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,num_assessments_submitted,avg_score,avg_days_late,num_late_submissions,avg_assessment_weight,total_clicks,num_active_days,num_active_weeks,first_active_date,last_active_date,avg_weekly_clicks,engagement_span_days,date_registration,at_risk
DDD,2014J,565006,F,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,7.0,44.285714285714285,4.5,4.0,28.571428571428573,772.0,66.0,28.0,-25.0,241.0,27.571428571428573,266.0,-71.0,1
DDD,2014J,565209,M,Wales,HE Qualification,80-90%,0-35,0,90,N,7.0,54.0,1.5,2.0,28.571428571428573,454.0,48.0,28.0,-24.0,253.0,16.214285714285715,277.0,-67.0,0
DDD,2014J,565446,F,South Region,A Level or Equivalent,10-20,0-35,0,60,N,7.0,81.42857142857143,-0.16666666666666666,1.0,28.571428571428573,301.0,37.0,19.0,13.0,239.0,15.842105263157896,226.0,-21.0,0
DDD,2014J,566134,M,North Western Region,Lower Than A Level,0-10%,0-35,1,60,N,5.0,61.0,-77.0,0.0,15.0,45.0,5.0,5.0,-23.0,37.0,9.0,60.0,-116.0,1
DDD,2014J,566300,M,Wales,Lower Than A Level,60-70%,0-35,0,60,N,7.0,82.85714285714286,0.6666666666666666,2.0,28.571428571428573,1933.0,164.0,42.0,-25.0,262.0,46.023809523809526,287.0,-87.0,0
DDD,2014J,566482,F,London Region,A Level or Equivalent,30-40%,0-35,1,120,N,4.0,75.0,1.0,1.0,12.5,688.0,48.0,27.0,-25.0,210.0,25.48148148148148,235.0,-161.0,1
DDD,2014J,566553,F,Scotland,HE Qualification,70-80%,35-55,1,60,N,4.0,84.25,0.25,1.0,12.5,1007.0,68.0,27.0,10.0,249.0,37.2962962962963,239.0,-122.0,1
DDD,2014J,566560,M,Scotland,HE Qualification,30-40%,0-35,0,205,N,0.0,,,0.0,,0.0,0.0,0.0,,,,,-64.0,1
DDD,2014J,566712,F,London Region,Lower Than A Level,40-50%,0-35,0,120,N,0.0,,,0.0,,43.0,9.0,5.0,-25.0,11.0,8.6,36.0,-35.0,1
DDD,2014J,567176,F,North Region,A Level or Equivalent,30-40%,0-35,1,60,N,0.0,,,0.0,,29.0,5.0,3.0,-19.0,11.0,9.666666666666666,30.0,-94.0,1
DDD,2014J,567281,M,South West Region,A Level or Equivalent,10-20,0-35,0,90,Y,2.0,62.5,-5.5,0.0,7.5,101.0,16.0,5.0,8.0,48.0,20.2,40.0,-22.0,1
DDD,2014J,567285,M,Ireland,A Level or Equivalent,70-80%,0-35,1,60,N,7.0,85.71428571428571,-2.1666666666666665,0.0,28.571428571428573,1405.0,113.0,39.0,-25.0,254.0,36.02564102564103,279.0,-78.0,0
DDD,2014J,567597,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,90,Y,0.0,,,0.0,,0.0,0.0,0.0,,,,,-53.0,1
DDD,2014J,568103,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,7.0,71.0,-1.6666666666666667,0.0,28.571428571428573,675.0,46.0,24.0,-17.0,242.0,28.125,259.0,-99.0,0
DDD,2014J,568297,M,South East Region,Lower Than A Level,20-30%,0-35,0,60,N,6.0,72.5,-0.4,0.0,29.166666666666668,513.0,66.0,32.0,-25.0,252.0,16.03125,277.0,-71.0,1
DDD,2014J,568415,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,3.0,74.33333333333333,-4.0,0.0,8.333333333333334,386.0,22.0,13.0,-24.0,170.0,29.692307692307693,194.0,-63.0,1
DDD,2014J,568446,M,North Western Region,HE Qualification,60-70%,35-55,0,60,N,7.0,85.14285714285714,-5.666666666666667,0.0,28.571428571428573,2217.0,156.0,42.0,-25.0,253.0,52.785714285714285,278.0,-63.0,0
DDD,2014J,569633,F,North Western Region,A Level or Equivalent,50-60%,0-35,0,90,N,7.0,85.57142857142857,0.6666666666666666,1.0,28.571428571428573,489.0,77.0,38.0,-23.0,254.0,12.868421052631579,277.0,-32.0,0
DDD,2014J,569737,M,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,7.0,89.14285714285714,-1.1666666666666667,0.0,28.571428571428573,4157.0,233.0,43.0,-25.0,262.0,96.67441860465117,287.0,-67.0,0
DDD,2014J,569749,F,South Region,Lower Than A Level,60-70%,0-35,0,90,N,1.0,40.0,-9.0,0.0,5.0,234.0,24.0,9.0,-25.0,50.0,26.0,75.0,-162.0,1
DDD,2014J,569840,F,West Midlands Region,HE Qualification,10-20,0-35,1,60,N,7.0,73.71428571428571,-0.3333333333333333,1.0,28.571428571428573,1701.0,119.0,37.0,-20.0,240.0,45.972972972972975,260.0,-94.0,0
DDD,2014J,570119,F,London Region,A Level or Equivalent,10-20,35-55,0,90,N,7.0,79.71428571428571,1.3333333333333333,1.0,28.571428571428573,991.0,99.0,34.0,-19.0,254.0,29.147058823529413,273.0,-49.0,0
DDD,2014J,570411,F,Ireland,A Level or Equivalent,Unknown,0-35,0,60,N,7.0,79.57142857142857,-4.666666666666667,1.0,28.571428571428573,1209.0,130.0,35.0,-21.0,242.0,34.542857142857144,263.0,-30.0,0
DDD,2014J,570863,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,7.0,81.0,-2.8333333333333335,0.0,28.571428571428573,799.0,73.0,34.0,-25.0,240.0,23.5,265.0,-102.0,0
DDD,2014J,571292,F,Wales,Lower Than A Level,60-70%,35-55,1,60,N,4.0,82.5,-59.5,0.0,12.5,9.0,1.0,1.0,164.0,164.0,9.0,0.0,-150.0,1
DDD,2014J,571382,M,North Western Region,A Level or Equivalent,0-10%,0-35,1,60,N,2.0,77.5,-0.5,0.0,7.5,189.0,23.0,11.0,-25.0,52.0,17.181818181818183,77.0,-134.0,1
DDD,2014J,571644,F,South Region,A Level or Equivalent,60-70%,35-55,0,60,N,7.0,85.85714285714286,-8.333333333333334,0.0,28.571428571428573,2940.0,232.0,43.0,-24.0,262.0,68.37209302325581,286.0,-128.0,0
DDD,2014J,572043,M,North Region,A Level or Equivalent,10-20,35-55,1,60,N,0.0,,,0.0,,0.0,0.0,0.0,,,,,-161.0,1
DDD,2014J,572156,M,North Western Region,A Level or Equivalent,20-30%,35-55,1,60,Y,7.0,78.0,6.666666666666667,3.0,28.571428571428573,2293.0,153.0,40.0,-23.0,255.0,57.325,278.0,-141.0,0
DDD,2014J,572281,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,1,60,Y,7.0,75.57142857142857,-0.6666666666666666,0.0,28.571428571428573,1553.0,109.0,35.0,-25.0,242.0,44.371428571428574,267.0,-156.0,0
DDD,2014J,572413,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,0.0,,,0.0,,0.0,0.0,0.0,,,,,-144.0,1
DDD,2014J,572414,F,Ireland,Lower Than A Level,10-20,0-35,2,60,N,2.0,32.5,0.5,1.0,7.5,46.0,8.0,7.0,-4.0,148.0,6.571428571428571,152.0,-58.0,1
DDD,2014J,572430,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,150,N,7.0,49.857142857142854,0.0,0.0,28.571428571428573,267.0,35.0,22.0,-9.0,240.0,12.136363636363637,249.0,-109.0,0
DDD,2014J,572434,M,North Region,A Level or Equivalent,0-10%,0-35,0,60,N,7.0,56.142857142857146,6.666666666666667,3.0,28.571428571428573,542.0,49.0,22.0,2.0,241.0,24.636363636363637,239.0,-120.0,0
DDD,2014J,572722,F,South Region,A Level or Equivalent,20-30%,0-35,0,60,N,2.0,57.5,-1.0,0.0,7.5,109.0,16.0,9.0,-19.0,44.0,12.11111111111111,63.0,-30.0,1
DDD,2014J,572880,F,South Region,A Level or Equivalent,90-100%,0-35,1,60,Y,7.0,49.0,-1.5,0.0,28.571428571428573,786.0,100.0,37.0,-21.0,240.0,21.243243243243242,261.0,-131.0,1
DDD,2014J,573328,F,London Region,Lower Than A Level,60-70%,0-35,0,60,N,7.0,65.85714285714286,-1.8333333333333333,0.0,28.571428571428573,334.0,47.0,23.0,-25.0,239.0,14.521739130434783,264.0,-129.0,1
DDD,2014J,573646,M,North Western Region,A Level or Equivalent,20-30%,35-55,1,60,N,4.0,74.75,-59.5,0.0,12.5,20.0,3.0,3.0,10.0,127.0,6.666666666666667,117.0,-113.0,1
DDD,2014J,573742,M,East Anglian Region,Lower Than A Level,10-20,0-35,0,60,N,7.0,65.42857142857143,-0.3333333333333333,0.0,28.571428571428573,310.0,31.0,21.0,-18.0,239.0,14.761904761904763,257.0,-58.0,0
DDD,2014J,573969,F,North Western Region,Lower Than A Level,70-80%,0-35,0,60,N,7.0,74.28571428571429,1.1666666666666667,4.0,28.571428571428573,346.0,46.0,25.0,-5.0,239.0,13.84,244.0,-65.0,0
DDD,2014J,574347,F,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,6.0,67.0,24.4,3.0,29.166666666666668,195.0,29.0,18.0,-23.0,241.0,10.833333333333334,264.0,-32.0,0
DDD,2014J,574431,F,Wales,Lower Than A Level,60-70%,35-55,0,120,N,7.0,55.285714285714285,0.16666666666666666,1.0,28.571428571428573,4864.0,177.0,41.0,-24.0,255.0,118.63414634146342,279.0,-30.0,1
DDD,2014J,574612,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,7.0,52.285714285714285,-0.6666666666666666,0.0,28.571428571428573,371.0,83.0,29.0,-19.0,242.0,12.793103448275861,261.0,-147.0,1
DDD,2014J,574843,M,North Western Region,Lower Than A Level,50-60%,0-35,0,60,N,5.0,58.6,0.4,3.0,15.0,749.0,56.0,25.0,-23.0,163.0,29.96,186.0,-120.0,1
DDD,2014J,574866,M,North Region,Lower Than A Level,30-40%,0-35,1,60,N,1.0,60.0,-1.0,0.0,5.0,138.0,18.0,10.0,-24.0,55.0,13.8,79.0,-44.0,1
DDD,2014J,574928,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,120,N,7.0,74.14285714285714,-4.166666666666667,0.0,28.571428571428573,2431.0,210.0,43.0,-25.0,261.0,56.53488372093023,286.0,-108.0,0
DDD,2014J,575009,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,7.0,68.85714285714286,-3.3333333333333335,0.0,28.571428571428573,2159.0,161.0,41.0,-25.0,248.0,52.65853658536585,273.0,-162.0,0
DDD,2014J,575200,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,120,N,2.0,60.0,0.0,0.0,7.5,201.0,20.0,10.0,-24.0,58.0,20.1,82.0,-60.0,1
DDD,2014J,575272,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,70,Y,0.0,,,0.0,,0.0,0.0,0.0,,,,,-84.0,1
DDD,2014J,575337,F,Scotland,HE Qualification,60-70%,0-35,1,120,N,0.0,,,0.0,,43.0,5.0,4.0,-12.0,16.0,10.75,28.0,-80.0,1
DDD,2014J,575380,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,7.0,81.57142857142857,-0.6666666666666666,1.0,28.571428571428573,2785.0,141.0,36.0,-25.0,240.0,77.36111111111111,265.0,-49.0,0
DDD,2014J,575398,M,North Western Region,Lower Than A Level,50-60%,0-35,0,90,N,6.0,57.5,-0.4,0.0,29.166666666666668,595.0,82.0,31.0,-22.0,240.0,19.193548387096776,262.0,-42.0,1
DDD,2014J,575566,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,0.0,,,0.0,,124.0,3.0,3.0,3.0,20.0,41.333333333333336,17.0,-157.0,1
DDD,2014J,575855,M,London Region,HE Qualification,80-90%,0-35,1,60,N,7.0,58.57142857142857,-0.5,0.0,28.571428571428573,1593.0,115.0,41.0,-22.0,261.0,38.853658536585364,283.0,-43.0,0
DDD,2014J,575999,F,East Midlands Region,A Level or Equivalent,30-40%,35-55,1,60,N,0.0,,,0.0,,178.0,15.0,7.0,-25.0,18.0,25.428571428571427,43.0,-109.0,1
DDD,2014J,576306,F,East Anglian Region,Lower Than A Level,60-70%,0-35,1,60,N,7.0,80.71428571428571,-1.0,0.0,28.571428571428573,1388.0,117.0,36.0,-24.0,241.0,38.55555555555556,265.0,-60.0,0
DDD,2014J,576515,M,East Anglian Region,HE Qualification,60-70%,0-35,0,60,N,7.0,75.71428571428571,-1.5,0.0,28.571428571428573,3679.0,180.0,42.0,-25.0,257.0,87.5952380952381,282.0,-157.0,0
DDD,2014J,576885,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,120,N,7.0,70.14285714285714,0.16666666666666666,2.0,28.571428571428573,3223.0,155.0,37.0,-5.0,246.0,87.10810810810811,251.0,-45.0,0
DDD,2014J,577196,F,Scotland,A Level or Equivalent,10-20,0-35,1,60,Y,7.0,91.85714285714286,-96.83333333333333,0.0,28.571428571428573,49.0,7.0,6.0,-20.0,261.0,8.166666666666666,281.0,-151.0,0
DDD,2014J,577359,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,0.0,,,0.0,,6.0,2.0,2.0,-17.0,-5.0,3.0,12.0,-107.0,1
DDD,2014J,577520,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,7.0,65.28571428571429,1.5,1.0,28.571428571428573,750.0,92.0,39.0,-25.0,260.0,19.23076923076923,285.0,-30.0,0
DDD,2014J,577526,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,60,N,7.0,70.0,1.5,2.0,28.571428571428573,379.0,70.0,33.0,-21.0,244.0,11.484848484848484,265.0,-94.0,0
DDD,2014J,577566,M,North Region,HE Qualification,10-20,0-35,0,90,N,7.0,55.0,1.6666666666666667,2.0,28.571428571428573,502.0,83.0,38.0,-21.0,258.0,13.210526315789474,279.0,-35.0,0
DDD,2014J,577638,F,West Midlands Region,A Level or Equivalent,10-20,0-35,1,90,Y,7.0,60.285714285714285,-39.666666666666664,0.0,28.571428571428573,77.0,30.0,21.0,2.0,240.0,3.6666666666666665,238.0,-60.0,0
DDD,2014J,577652,F,London Region,Lower Than A Level,70-80%,0-35,1,120,N,7.0,67.71428571428571,-8.833333333333334,0.0,28.571428571428573,1977.0,182.0,42.0,-25.0,254.0,47.07142857142857,279.0,-122.0,0
DDD,2014J,577751,F,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,7.0,81.0,-0.8333333333333334,0.0,28.571428571428573,757.0,69.0,32.0,-16.0,247.0,23.65625,263.0,-101.0,0
DDD,2014J,577934,M,South East Region,HE Qualification,40-50%,35-55,0,120,N,0.0,,,0.0,,70.0,6.0,2.0,-25.0,-19.0,35.0,6.0,-136.0,1
DDD,2014J,577937,M,South West Region,Lower Than A Level,80-90%,35-55,0,60,N,7.0,83.28571428571429,-1.3333333333333333,0.0,28.571428571428573,974.0,78.0,34.0,-24.0,242.0,28.647058823529413,266.0,-115.0,0
DDD,2014J,577977,F,West Midlands Region,Lower Than A Level,90-100%,0-35,2,120,N,1.0,80.0,0.0,0.0,5.0,268.0,26.0,10.0,-25.0,45.0,26.8,70.0,-53.0,1
DDD,2014J,578395,F,Scotland,A Level or Equivalent,60-70%,35-55,0,60,N,7.0,63.857142857142854,3.1666666666666665,3.0,28.571428571428573,1220.0,88.0,32.0,-25.0,239.0,38.125,264.0,-92.0,0
DDD,2014J,578427,F,South Region,Lower Than A Level,0-10%,0-35,1,60,N,6.0,69.16666666666667,2.2,3.0,29.166666666666668,408.0,38.0,21.0,-25.0,247.0,19.428571428571427,272.0,-161.0,1
DDD,2014J,578616,F,East Anglian Region,Lower Than A Level,10-20,35-55,0,60,N,7.0,88.57142857142857,-0.16666666666666666,0.0,28.571428571428573,487.0,78.0,36.0,-13.0,251.0,13.527777777777779,264.0,-72.0,0
DDD,2014J,578646,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,7.0,86.28571428571429,-0.6666666666666666,1.0,28.571428571428573,853.0,75.0,34.0,-25.0,239.0,25.08823529411765,264.0,-100.0,0
DDD,2014J,578857,M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,7.0,65.85714285714286,-1.8333333333333333,1.0,28.571428571428573,348.0,55.0,27.0,-25.0,239.0,12.88888888888889,264.0,-154.0,0
DDD,2014J,579017,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,7.0,69.85714285714286,-0.16666666666666666,1.0,28.571428571428573,440.0,49.0,24.0,-25.0,239.0,18.333333333333332,264.0,-134.0,0
DDD,2014J,579172,F,Ireland,Lower Than A Level,Unknown,35-55,0,60,N,6.0,64.16666666666667,3.2,2.0,29.166666666666668,2635.0,153.0,40.0,-24.0,248.0,65.875,272.0,-67.0,1
DDD,2014J,579386,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,7.0,81.0,-1.1666666666666667,0.0,28.571428571428573,920.0,79.0,36.0,-21.0,240.0,25.555555555555557,261.0,-44.0,0
DDD,2014J,580450,M,East Anglian Region,Post Graduate Qualification,90-100%,0-35,1,60,N,5.0,73.0,-5.0,0.0,15.0,350.0,36.0,24.0,-17.0,193.0,14.583333333333334,210.0,-39.0,1
DDD,2014J,580458,F,London Region,A Level or Equivalent,70-80%,0-35,0,60,N,7.0,80.42857142857143,-0.16666666666666666,1.0,28.571428571428573,2626.0,167.0,38.0,-25.0,245.0,69.10526315789474,270.0,-37.0,0
DDD,2014J,580534,M,North Western Region,A Level or Equivalent,0-10%,0-35,1,60,N,1.0,40.0,12.0,1.0,5.0,76.0,6.0,6.0,7.0,83.0,12.666666666666666,76.0,-59.0,1
DDD,2014J,580838,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,0.0,,,0.0,,49.0,5.0,3.0,-22.0,-11.0,16.333333333333332,11.0,-116.0,1
DDD,2014J,582009,F,South East Region,A Level or Equivalent,0-10%,0-35,0,60,N,7.0,88.85714285714286,-2.3333333333333335,0.0,28.571428571428573,867.0,84.0,38.0,-25.0,248.0,22.81578947368421,273.0,-64.0,0
DDD,2014J,582197,M,Wales,HE Qualification,20-30%,35-55,0,60,N,7.0,78.57142857142857,-0.5,0.0,28.571428571428573,756.0,68.0,33.0,-18.0,240.0,22.90909090909091,258.0,-81.0,0
DDD,2014J,582608,M,South Region,Lower Than A Level,90-100%,0-35,0,120,N,7.0,70.85714285714286,1.1666666666666667,1.0,28.571428571428573,718.0,66.0,28.0,-18.0,246.0,25.642857142857142,264.0,-48.0,0
DDD,2014J,583092,M,Yorkshire Region,HE Qualification,90-100%,0-35,0,60,N,1.0,70.0,-1.0,0.0,5.0,171.0,17.0,8.0,-25.0,40.0,21.375,65.0,-44.0,1
DDD,2014J,583147,M,Wales,Lower Than A Level,50-60%,0-35,1,120,N,0.0,,,0.0,,131.0,15.0,7.0,-25.0,18.0,18.714285714285715,43.0,-99.0,1
DDD,2014J,583276,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,3.0,73.33333333333333,2.3333333333333335,2.0,8.333333333333334,410.0,39.0,12.0,-20.0,71.0,34.166666666666664,91.0,-35.0,1
DDD,2014J,583604,F,London Region,Lower Than A Level,60-70%,0-35,0,60,N,0.0,,,0.0,,13.0,1.0,1.0,3.0,3.0,13.0,0.0,-87.0,1
DDD,2014J,584038,M,London Region,Lower Than A Level,20-30%,35-55,0,120,N,3.0,42.666666666666664,4.333333333333333,2.0,8.333333333333334,354.0,25.0,17.0,-25.0,166.0,20.823529411764707,191.0,-73.0,1
DDD,2014J,584077,M,North Western Region,A Level or Equivalent,20-30%,0-35,2,90,N,0.0,,,0.0,,15.0,7.0,5.0,-25.0,44.0,3.0,69.0,-60.0,1
DDD,2014J,584591,F,South West Region,A Level or Equivalent,0-10%,0-35,1,150,Y,4.0,64.0,-22.75,1.0,17.5,227.0,33.0,20.0,-25.0,172.0,11.35,197.0,-45.0,1
DDD,2014J,584981,M,Scotland,A Level or Equivalent,20-30%,0-35,1,90,N,7.0,86.57142857142857,0.0,1.0,28.571428571428573,1243.0,112.0,36.0,-17.0,240.0,34.52777777777778,257.0,-100.0,0
DDD,2014J,585153,M,South West Region,Lower Than A Level,60-70%,0-35,0,120,N,7.0,84.42857142857143,-3.0,0.0,28.571428571428573,1921.0,192.0,43.0,-25.0,261.0,44.674418604651166,286.0,-60.0,0
DDD,2014J,585354,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,6.0,74.16666666666667,0.0,0.0,29.166666666666668,228.0,31.0,20.0,-17.0,262.0,11.4,279.0,-39.0,0
DDD,2014J,585432,M,Wales,HE Qualification,40-50%,35-55,0,60,N,7.0,87.0,-0.5,1.0,28.571428571428573,1224.0,110.0,37.0,-7.0,240.0,33.08108108108108,247.0,-42.0,0
DDD,2014J,585526,M,North Western Region,Lower Than A Level,50-60%,0-35,0,150,N,7.0,70.57142857142857,2.3333333333333335,1.0,28.571428571428573,695.0,46.0,29.0,-6.0,240.0,23.96551724137931,246.0,-35.0,0
DDD,2014J,585626,F,South East Region,A Level or Equivalent,50-60%,35-55,0,60,N,7.0,76.57142857142857,1.0,2.0,28.571428571428573,5471.0,154.0,42.0,-23.0,257.0,130.26190476190476,280.0,-131.0,0
DDD,2014J,585773,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,7.0,88.85714285714286,-4.5,0.0,28.571428571428573,4162.0,172.0,42.0,-25.0,261.0,99.0952380952381,286.0,-122.0,0
DDD,2014J,585832,F,North Region,A Level or Equivalent,20-30%,0-35,0,60,Y,7.0,88.42857142857143,-1.6666666666666667,1.0,28.571428571428573,1355.0,107.0,35.0,-12.0,257.0,38.714285714285715,269.0,-94.0,0
DDD,2014J,585998,F,Wales,Lower Than A Level,40-50%,0-35,1,60,N,5.0,89.2,-77.0,0.0,15.0,42.0,7.0,5.0,-24.0,141.0,8.4,165.0,-37.0,1
DDD,2014J,586121,M,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,7.0,63.714285714285715,0.8333333333333334,1.0,28.571428571428573,600.0,68.0,31.0,-25.0,262.0,19.35483870967742,287.0,-51.0,0
DDD,2014J,586315,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,7.0,74.14285714285714,-0.6666666666666666,0.0,28.571428571428573,1390.0,174.0,41.0,-24.0,261.0,33.90243902439025,285.0,-29.0,0
DDD,2014J,586444,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,6.0,34.333333333333336,0.6666666666666666,2.0,16.666666666666668,638.0,54.0,25.0,-3.0,233.0,25.52,236.0,-150.0,1
DDD,2014J,586729,F,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,7.0,67.28571428571429,-0.3333333333333333,0.0,28.571428571428573,623.0,91.0,34.0,-24.0,242.0,18.323529411764707,266.0,-149.0,0
DDD,2014J,586946,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,1,60,N,7.0,69.14285714285714,-0.8333333333333334,0.0,28.571428571428573,970.0,91.0,35.0,-18.0,260.0,27.714285714285715,278.0,-120.0,0
DDD,2014J,586957,M,Wales,A Level or Equivalent,30-40%,0-35,0,120,Y,0.0,,,0.0,,4.0,1.0,1.0,-25.0,-25.0,4.0,0.0,-78.0,1
DDD,2014J,587140,F,Scotland,HE Qualification,60-70%,35-55,0,60,N,6.0,73.0,-1.0,1.0,29.166666666666668,4758.0,137.0,33.0,-25.0,261.0,144.1818181818182,286.0,-122.0,0
DDD,2014J,587375,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,7.0,74.42857142857143,-1.3333333333333333,0.0,28.571428571428573,1325.0,147.0,40.0,-25.0,240.0,33.125,265.0,-143.0,0
DDD,2014J,587446,F,South Region,A Level or Equivalent,80-90%,0-35,1,90,N,7.0,72.71428571428571,-0.5,0.0,28.571428571428573,1152.0,90.0,31.0,-3.0,239.0,37.16129032258065,242.0,-28.0,0
DDD,2014J,587576,M,North Region,A Level or Equivalent,Unknown,0-35,2,120,N,7.0,47.0,4.333333333333333,4.0,28.571428571428573,1015.0,139.0,41.0,-24.0,259.0,24.75609756097561,283.0,-130.0,0
DDD,2014J,587579,M,North Region,A Level or Equivalent,60-70%,0-35,0,60,N,7.0,67.71428571428571,0.0,0.0,28.571428571428573,2169.0,147.0,42.0,-25.0,260.0,51.642857142857146,285.0,-36.0,0
DDD,2014J,587772,F,South East Region,A Level or Equivalent,80-90%,0-35,1,90,N,2.0,50.0,0.0,0.0,7.5,44.0,6.0,6.0,-11.0,38.0,7.333333333333333,49.0,-24.0,1
DDD,2014J,587777,M,Wales,Lower Than A Level,30-40%,0-35,0,60,N,0.0,,,0.0,,20.0,4.0,3.0,4.0,21.0,6.666666666666667,17.0,-41.0,1
DDD,2014J,588058,M,South Region,Lower Than A Level,50-60%,35-55,0,180,Y,1.0,45.0,0.0,0.0,5.0,219.0,21.0,10.0,-11.0,127.0,21.9,138.0,-12.0,1
DDD,2014J,588179,M,South East Region,Lower Than A Level,40-50%,0-35,0,120,N,6.0,78.16666666666667,5.4,2.0,29.166666666666668,254.0,30.0,18.0,-25.0,234.0,14.11111111111111,259.0,-91.0,0
DDD,2014J,588203,M,Yorkshire Region,HE Qualification,40-50%,0-35,0,120,N,7.0,77.0,-4.166666666666667,0.0,28.571428571428573,1546.0,110.0,39.0,-13.0,254.0,39.64102564102564,267.0,-50.0,0
DDD,2014J,588240,M,West Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,7.0,78.85714285714286,-1.1666666666666667,0.0,28.571428571428573,1884.0,130.0,36.0,-25.0,253.0,52.333333333333336,278.0,-120.0,0
DDD,2014J,588383,M,Wales,Lower Than A Level,10-20,0-35,0,180,N,0.0,,,0.0,,0.0,0.0,0.0,,,,,-72.0,1
DDD,2014J,588954,M,Wales,A Level or Equivalent,0-10%,0-35,1,120,N,0.0,,,0.0,,29.0,7.0,6.0,-22.0,38.0,4.833333333333333,60.0,-56.0,1
DDD,2014J,589279,M,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,7.0,81.28571428571429,0.16666666666666666,1.0,28.571428571428573,1002.0,89.0,37.0,-24.0,256.0,27.08108108108108,280.0,-43.0,0
DDD,2014J,589585,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,7.0,51.714285714285715,-0.3333333333333333,1.0,28.571428571428573,1114.0,84.0,34.0,-25.0,261.0,32.76470588235294,286.0,-162.0,0
DDD,2014J,590110,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,2.0,60.0,-2.0,0.0,7.5,373.0,34.0,11.0,-23.0,44.0,33.90909090909091,67.0,-64.0,1
DDD,2014J,590127,F,South Region,A Level or Equivalent,10-20,0-35,0,60,N,7.0,85.42857142857143,-1.8333333333333333,0.0,28.571428571428573,678.0,64.0,33.0,-18.0,246.0,20.545454545454547,264.0,-144.0,0
DDD,2014J,590227,F,East Anglian Region,HE Qualification,30-40%,0-35,0,60,N,6.0,84.66666666666667,-0.16666666666666666,0.0,16.666666666666668,860.0,67.0,26.0,-20.0,203.0,33.07692307692308,223.0,-65.0,1
DDD,2014J,590340,F,North Region,Lower Than A Level,0-10%,0-35,0,70,N,7.0,91.57142857142857,-1.3333333333333333,0.0,28.571428571428573,3352.0,163.0,41.0,-20.0,262.0,81.7560975609756,282.0,-29.0,0
DDD,2014J,590562,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,7.0,78.42857142857143,1.5,2.0,28.571428571428573,628.0,53.0,29.0,-24.0,239.0,21.655172413793103,263.0,-77.0,0
DDD,2014J,590616,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,7.0,62.42857142857143,-1.8333333333333333,0.0,28.571428571428573,418.0,52.0,26.0,-21.0,240.0,16.076923076923077,261.0,-37.0,1
DDD,2014J,590632,F,Wales,A Level or Equivalent,90-100%,35-55,0,60,N,0.0,,,0.0,,8.0,1.0,1.0,4.0,4.0,8.0,0.0,-44.0,1
