Gender,Age,Department,Attendance (%),Midterm_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,at_risk
Female,23,Business,79.77,51.67,89.71,92.89,73.8,73.3,25.8,No,No,Unknown,Low,1,5.7,0
Male,18,Business,84.51,52.0,80.89,57.24,28.3,65.55,20.0,No,Yes,High School,Medium,10,4.8,1
Female,18,Business,69.65,68.17,53.2,53.66,43.3,93.89,22.7,Yes,Yes,Master's,High,1,8.9,0
Female,23,CS,93.99,94.69,91.94,50.58,79.3,78.39,7.9,Yes,No,High School,Low,3,8.6,0
Male,19,Mathematics,98.99,40.6,59.35,97.78,92.3,74.2,11.6,Yes,No,High School,High,5,4.7,0
Female,22,Mathematics,74.69,86.95,98.96,65.01,89.1,73.25,29.9,Yes,Yes,Unknown,High,8,5.7,0
Male,19,Business,69.53,43.45,68.83,72.98,47.8,96.79,15.8,Yes,No,Unknown,Low,8,6.5,0
Female,22,Business,73.6,68.69,80.82,69.73,52.1,86.18,14.0,No,No,High School,Low,10,6.0,0
Female,23,Mathematics,92.64,78.27,53.89,86.52,52.9,57.24,26.8,Yes,Yes,High School,Medium,5,7.5,1
Female,22,Mathematics,82.27,81.21,67.23,65.5,86.89999999999999,71.85,5.8,Yes,No,PhD,Low,5,6.5,1
Female,20,Engineering,52.24,43.51,90.12,76.77,84.0,64.42,18.4,Yes,Yes,Unknown,High,7,6.8,0
Male,21,Business,77.11,65.12,73.86,99.78,31.200000000000003,99.34,10.3,No,No,High School,Medium,1,7.4,0
Male,24,Mathematics,50.87,75.03,95.23,72.2,16.299999999999997,70.77,14.2,Yes,No,PhD,High,1,4.1,0
Female,21,Engineering,88.93,43.96,78.76,77.56,37.9,53.39,10.0,No,Yes,High School,Medium,1,4.1,1
Male,18,CS,66.42,48.11,96.43,75.13,28.8,70.56,5.9,Yes,Yes,PhD,High,8,4.9,1
Female,20,Business,73.6,79.82,99.13,90.16,95.1,66.07,15.4,No,No,High School,Medium,8,7.6,0
Female,21,Mathematics,89.93,71.3,72.69,63.34,26.6,79.98,24.7,Yes,No,Master's,Low,4,5.2,1
Female,23,Business,52.32,49.71,78.26,58.52,18.1,61.3,28.8,No,Yes,Unknown,High,5,8.6,1
Female,22,Engineering,57.93,72.11,91.75,87.7,89.9,51.8,20.6,Yes,Yes,High School,High,7,4.4,0
Female,22,Mathematics,69.9,94.76,61.08,70.78,8.6,54.79,14.7,Yes,No,Bachelor's,Medium,6,6.9,1
Female,19,CS,61.5,40.94,93.08,95.69,26.0,64.16,24.2,Yes,Yes,Bachelor's,Low,2,4.1,0
Male,19,CS,66.9,78.56,79.6,82.21,43.9,67.42,17.6,No,Yes,PhD,Low,7,8.9,0
Male,22,Engineering,99.91,44.42,86.28,78.22,59.5,91.72,14.2,Yes,Yes,Unknown,Medium,2,5.1,0
Female,23,CS,91.27,40.39,53.99,53.52,32.8,63.5,9.5,Yes,Yes,PhD,Low,4,6.9,1
Male,22,CS,94.2,49.04,88.31,86.52,49.6,51.57,24.9,Yes,Yes,Unknown,Low,4,8.8,1
Female,19,CS,96.85,65.37,65.54,84.3,19.9,89.04,17.5,Yes,Yes,Bachelor's,Medium,5,4.2,1
Male,21,CS,67.05,88.14,90.26,82.0,57.400000000000006,93.45,29.1,No,Yes,Bachelor's,High,1,6.6,0
Male,18,CS,64.85,56.91,75.46,63.4,40.8,74.62,25.0,Yes,Yes,PhD,Medium,3,6.6,1
Male,19,CS,61.7,77.54,63.73,97.34,84.9,64.25,15.5,Yes,No,Master's,Medium,8,5.8,1
Female,23,CS,91.51,64.67,97.64,66.08,41.6,88.61,23.5,Yes,Yes,Bachelor's,Medium,6,7.3,0
Male,21,Mathematics,83.98,54.06,88.25,57.61,44.400000000000006,50.44,16.3,No,No,Unknown,Low,3,6.7,1
Female,21,CS,61.81,70.85,99.28,99.36,59.2,96.2,7.0,Yes,No,High School,High,2,5.2,0
Female,21,Mathematics,68.85,87.85,68.22,87.31,12.3,93.28,17.9,Yes,Yes,High School,Low,6,7.5,0
Female,20,Business,75.34,89.95,82.46,70.74,15.7,77.24,26.6,Yes,No,High School,Low,3,6.3,1
Male,20,Engineering,76.41,90.79,80.58,96.8,79.0,63.88,26.4,No,Yes,Bachelor's,Low,7,6.4,1
Male,24,CS,94.44,60.31,84.38,54.56,27.3,51.64,19.4,Yes,No,Master's,High,7,8.8,1
Male,21,Engineering,69.03,87.61,51.92,54.38,68.5,99.99,14.5,Yes,No,Bachelor's,Medium,2,6.7,0
Female,23,CS,95.43,52.73,64.59,84.12,9.7,88.1,5.3,Yes,Yes,Unknown,Medium,4,7.9,0
Female,22,Mathematics,72.07,84.31,95.47,58.9,82.2,66.94,12.8,Yes,Yes,Bachelor's,High,3,8.3,0
Male,23,CS,87.32,96.9,71.19,95.86,98.8,50.96,29.7,No,No,Bachelor's,Medium,8,6.9,0
Female,20,Business,96.51,40.82,98.03,92.02,37.400000000000006,81.96,23.2,No,No,Bachelor's,High,8,7.9,0
Male,19,Engineering,95.38,66.42,60.68,65.32,50.6,99.35,22.9,Yes,No,Bachelor's,Low,4,5.5,0
Male,24,Engineering,52.85,78.87,99.87,94.44,44.3,85.35,24.0,Yes,No,Unknown,Medium,4,4.9,0
Male,20,Business,60.29,82.11,84.88,52.14,89.39999999999999,54.19,20.5,No,No,Bachelor's,High,6,7.5,1
Male,22,Mathematics,73.85,50.57,88.82,77.43,1.0,70.11,19.6,Yes,Yes,Master's,High,6,8.6,1
Female,18,Mathematics,71.58,98.33,69.84,96.78,65.3,55.46,16.3,No,No,PhD,High,6,4.2,0
Male,24,Business,82.04,76.92,95.35,92.77,65.19999999999999,95.61,16.1,Yes,Yes,Unknown,High,2,7.8,0
Male,20,Engineering,97.24,49.86,77.27,67.8,38.2,66.52,26.8,No,Yes,Master's,Medium,8,4.1,1
Male,23,CS,55.62,41.23,84.05,59.14,21.9,86.67,14.8,No,Yes,High School,Low,7,6.3,1
Male,24,Mathematics,72.59,87.0,54.74,60.53,24.0,54.23,26.0,Yes,Yes,High School,Medium,2,7.4,1
Male,23,CS,59.62,44.78,81.58,75.73,80.0,56.42,25.9,Yes,Yes,Unknown,Medium,8,6.0,1
Male,21,Engineering,94.71,48.46,93.95,79.84,6.6000000000000005,83.97,24.3,No,No,PhD,High,1,5.5,0
Male,21,CS,98.23,74.49,58.91,51.64,56.4,92.17,5.9,Yes,No,Bachelor's,Low,10,4.9,0
Female,21,Business,73.94,76.21,86.89,70.68,30.7,60.07,8.7,Yes,No,Unknown,High,7,8.9,1
Female,24,Mathematics,55.2,81.21,51.27,91.52,26.5,70.92,12.9,Yes,No,Bachelor's,Medium,6,6.9,1
Female,18,Mathematics,89.26,63.61,96.31,72.22,50.6,80.97,26.2,Yes,Yes,Bachelor's,Low,9,4.6,0
Female,22,Business,84.86,86.43,99.15,58.46,89.80000000000001,89.81,26.8,Yes,Yes,High School,Medium,3,4.2,0
Male,24,Business,67.73,98.46,67.71,97.74,61.8,81.41,6.0,No,Yes,PhD,Low,9,5.2,0
Female,19,Mathematics,94.37,56.27,55.35,63.31,78.89999999999999,54.77,13.1,No,No,Bachelor's,Low,5,6.7,1
Female,23,Mathematics,98.79,82.18,82.93,89.92,60.1,77.14,26.3,Yes,No,Unknown,High,5,7.8,0
Female,23,Mathematics,77.89,95.71,51.49,59.69,69.80000000000001,94.23,11.2,No,Yes,High School,High,6,8.9,0
Male,24,Engineering,78.29,81.18,74.12,71.16,43.2,93.4,29.4,Yes,Yes,Bachelor's,High,3,8.2,0
Female,24,Engineering,64.88,80.87,63.59,74.52,92.6,79.25,17.2,Yes,No,High School,Medium,4,7.1,0
Female,22,Engineering,79.23,53.43,73.67,75.03,50.2,99.78,28.4,No,Yes,High School,Low,10,7.3,0
Male,18,CS,71.98,72.11,50.91,75.82,55.2,55.26,15.7,No,Yes,Unknown,High,6,6.6,1
Female,24,Engineering,65.11,73.75,52.58,61.25,52.5,73.93,13.1,No,No,Unknown,High,5,6.2,0
Male,21,Mathematics,53.36,82.01,50.8,75.8,31.6,88.76,14.1,No,Yes,Master's,High,10,7.9,1
Female,22,Engineering,62.64,99.81,80.96,74.09,23.1,57.05,27.1,No,Yes,Bachelor's,High,8,4.9,0
Male,19,Mathematics,59.89,42.02,78.0,60.44,7.4,98.64,13.3,Yes,Yes,High School,Low,7,5.7,0
Female,21,Business,77.1,43.91,61.66,99.41,71.8,67.7,21.7,No,Yes,Master's,Low,1,8.9,1
Female,19,CS,80.08,44.68,82.33,93.28,28.9,67.51,16.7,No,Yes,Unknown,Medium,6,6.9,1
Female,20,CS,80.43,84.58,94.21,94.38,38.9,60.66,28.5,No,Yes,PhD,High,5,6.5,0
Male,19,Business,69.41,48.18,63.87,84.28,92.0,64.4,9.0,No,Yes,High School,Low,10,8.3,1
Female,21,Mathematics,71.06,77.35,91.6,57.99,56.6,78.88,15.7,No,No,PhD,Low,9,7.8,0
Male,20,CS,91.71,59.48,83.13,78.4,9.7,71.47,8.1,Yes,No,PhD,Medium,3,5.6,1
Male,21,Engineering,73.81,67.44,51.69,91.07,80.0,59.67,19.5,Yes,No,High School,High,4,7.1,0
Male,23,Mathematics,99.39,52.94,68.76,51.94,25.6,90.46,15.1,No,No,Master's,Medium,4,4.9,1
Male,21,CS,71.98,91.97,75.39,74.79,55.3,53.11,6.5,Yes,No,Master's,High,4,4.3,1
Female,20,Business,82.48,75.17,86.58,69.81,51.0,91.73,26.2,Yes,No,High School,Low,9,8.9,0
Female,19,Mathematics,52.52,96.67,64.36,60.61,23.8,63.75,14.4,Yes,Yes,Bachelor's,Low,8,7.7,1
Female,23,CS,82.67,74.48,99.14,68.91,11.6,74.8,17.3,Yes,No,PhD,High,9,8.7,1
Male,18,Business,92.57,47.43,84.23,99.17,21.1,69.05,15.2,No,Yes,Master's,High,4,8.2,1
Female,18,Mathematics,97.12,50.25,68.64,86.16,9.7,78.53,17.2,No,No,High School,Low,3,6.1,0
Male,18,Engineering,99.87,99.34,54.85,64.98,27.6,89.8,5.4,Yes,Yes,Unknown,Low,5,8.3,0
Male,18,Mathematics,64.11,83.53,59.07,80.27,99.7,99.47,25.4,Yes,Yes,Unknown,Low,2,7.9,0
Male,22,Engineering,78.77,42.96,74.38,62.33,40.2,65.3,13.3,Yes,No,High School,Medium,5,5.3,1
Female,18,Mathematics,72.54,82.23,74.73,80.54,86.4,77.69,23.1,No,No,Bachelor's,Medium,2,7.1,0
Female,20,Business,78.19,64.73,88.39,94.81,54.900000000000006,73.3,6.6,Yes,Yes,Unknown,Medium,10,5.5,0
Male,24,Engineering,57.87,58.43,86.31,77.84,66.7,99.95,18.1,No,Yes,Bachelor's,Medium,2,5.2,0
Female,18,Engineering,92.81,49.24,60.06,86.67,15.6,90.45,27.7,No,No,High School,High,7,4.4,0
Female,21,Mathematics,95.48,90.39,79.75,72.67,27.5,69.85,15.0,Yes,No,High School,High,10,6.7,0
Male,24,CS,72.48,43.83,51.03,76.21,51.0,73.84,9.9,No,Yes,PhD,Low,4,6.0,1
Male,18,Engineering,64.02,57.39,69.93,84.75,88.10000000000001,62.3,7.5,No,No,High School,High,6,4.4,1
Female,24,Mathematics,57.04,58.38,88.21,90.62,4.3,87.76,26.5,Yes,No,Bachelor's,High,9,7.6,0
Male,19,Business,84.19,49.65,69.98,82.97,50.7,92.26,11.0,Yes,Yes,Master's,High,10,7.6,0
Male,20,Mathematics,65.61,70.49,91.78,98.87,5.1,98.25,29.4,Yes,Yes,Unknown,Medium,3,5.2,0
Female,20,Mathematics,95.48,40.7,98.81,90.99,45.7,78.29,11.2,No,No,Unknown,High,1,8.8,1
Female,24,Engineering,83.55,58.06,80.36,88.86,62.9,83.53,17.0,Yes,No,PhD,High,3,7.9,0
Male,23,CS,82.28,96.02,57.25,92.26,74.5,72.3,16.4,No,No,Master's,Low,3,8.0,0
Female,22,Business,77.97,58.63,68.98,64.06,13.9,80.46,6.6,No,No,Bachelor's,Medium,3,4.0,0
Male,21,Engineering,52.29,61.63,50.47,71.6,16.7,67.44,18.3,Yes,No,Bachelor's,Low,4,8.9,1
Male,24,Engineering,96.6,68.39,80.14,78.22,47.0,86.88,21.8,No,No,PhD,Low,3,9.0,0
Female,20,Engineering,81.4,73.7,91.08,73.12,99.8,51.14,23.6,No,Yes,High School,Medium,5,6.5,0
Male,19,Business,99.7,88.52,81.5,92.37,35.6,51.42,18.1,No,No,Master's,Medium,8,8.9,1
Male,18,CS,76.87,51.42,89.3,51.35,42.8,85.81,25.3,No,Yes,Unknown,Medium,3,7.1,0
Male,20,Business,85.51,92.3,90.0,60.46,43.2,96.53,23.8,No,No,Master's,Low,10,4.7,0
Female,19,Business,52.81,85.45,92.55,94.09,8.100000000000001,81.61,9.8,No,Yes,PhD,Low,6,8.1,0
Female,18,CS,81.59,83.36,63.33,52.96,77.4,86.33,15.0,No,Yes,High School,Medium,1,6.8,0
Female,22,Business,88.23,45.21,93.56,61.35,25.3,91.2,8.6,No,No,Master's,Low,4,5.7,1
Male,20,Mathematics,88.93,41.3,82.7,67.56,70.4,68.08,8.3,Yes,No,High School,High,1,5.2,1
Male,20,Business,88.51,75.64,64.49,87.54,47.5,55.41,22.8,Yes,No,Master's,Low,2,6.6,1
Female,24,Engineering,61.31,91.79,99.36,78.01,61.2,96.65,18.3,Yes,Yes,Unknown,Medium,3,7.5,0
Female,24,Business,98.77,75.07,97.51,97.73,5.4,96.93,20.0,No,No,Bachelor's,Low,5,8.4,0
Female,19,Engineering,99.76,52.79,78.72,61.39,89.0,72.09,23.3,Yes,Yes,Master's,Low,9,7.0,0
Male,23,Business,53.78,45.43,92.16,93.61,24.4,60.86,11.9,Yes,Yes,Bachelor's,Medium,9,6.1,1
Female,24,Engineering,96.82,81.98,63.07,64.15,67.0,94.62,15.0,No,Yes,Bachelor's,High,3,7.2,0
Male,21,Engineering,64.47,83.31,70.8,62.27,79.80000000000001,85.42,20.2,Yes,Yes,Bachelor's,Medium,8,6.5,0
Female,22,Engineering,84.46,50.35,59.2,74.92,54.0,50.41,7.4,Yes,No,PhD,Low,2,7.3,1
Male,21,CS,66.91,41.69,76.01,53.56,33.7,55.39,25.8,Yes,Yes,Unknown,High,9,7.0,1
Male,20,Business,98.39,64.5,74.8,69.22,97.8,99.16,13.6,No,Yes,Bachelor's,High,4,8.9,0
Female,21,Business,55.08,74.96,60.64,67.78,27.8,51.91,21.5,No,No,Unknown,Low,2,7.1,1
Male,18,Mathematics,74.89,82.36,83.64,58.01,94.9,64.13,29.9,No,Yes,Master's,Medium,5,7.5,1
Female,22,Mathematics,71.4,88.6,55.89,93.04,15.6,77.42,16.9,No,No,Unknown,High,7,8.5,1
Male,21,Mathematics,66.3,76.63,53.08,69.29,38.9,59.22,10.4,No,Yes,High School,Medium,6,8.6,1
Male,18,Business,82.28,46.65,69.25,99.1,13.8,61.6,10.4,No,Yes,Bachelor's,Low,9,4.7,1
Female,19,CS,56.55,80.95,70.49,94.99,0.2,67.65,6.5,No,Yes,Master's,Medium,7,6.3,1
Male,21,Engineering,85.83,99.05,65.99,59.74,26.0,63.48,24.2,No,No,Bachelor's,Medium,6,8.7,1
Female,22,Business,99.03,94.34,62.9,75.26,8.7,90.17,12.3,Yes,No,Bachelor's,Medium,8,8.8,0
Female,18,CS,90.23,92.3,66.94,80.09,98.6,75.01,9.3,Yes,No,Master's,High,7,5.0,0
Female,21,CS,93.0,58.13,58.17,90.95,76.2,63.93,22.8,Yes,No,Master's,Low,7,6.2,0
Male,19,Business,67.98,85.05,70.17,94.28,0.4,65.65,12.7,Yes,No,PhD,High,8,5.4,1
Male,21,Engineering,66.24,91.07,95.23,81.2,22.4,51.99,20.0,Yes,Yes,PhD,High,6,8.0,0
Male,18,CS,75.85,80.7,61.22,51.76,67.0,52.47,15.4,Yes,Yes,PhD,Low,10,8.3,1
Female,21,Business,52.29,55.03,84.22,74.06,39.900000000000006,85.9,13.4,No,No,Unknown,High,5,6.3,0
Female,22,Engineering,97.27,97.23,57.09,94.24,83.2,55.65,17.2,Yes,Yes,High School,High,4,7.4,1
Male,20,Mathematics,57.19,67.05,67.7,85.7,50.5,73.79,12.8,No,No,High School,Medium,8,8.3,0
Male,18,CS,95.15,47.79,66.06,93.51,65.4,92.12,26.8,Yes,Yes,Unknown,High,9,7.5,0
Female,18,CS,54.18,46.59,96.85,83.7,59.7,68.42,6.8,Yes,Yes,PhD,Low,9,4.8,0
Male,18,Business,91.13,78.85,71.4,52.2,63.8,67.29,5.8,No,No,High School,Low,4,7.6,1
Female,18,Business,57.6,66.26,84.52,98.4,23.0,93.65,15.2,Yes,Yes,PhD,High,9,4.8,0
Male,21,Engineering,51.91,45.67,80.12,95.9,37.3,93.24,9.3,Yes,No,Master's,High,2,7.3,0
Female,22,Mathematics,85.97,84.42,57.05,56.33,5.1,94.01,23.6,No,Yes,Unknown,Medium,7,5.7,0
Male,19,Mathematics,64.01,87.96,96.98,55.63,58.8,78.6,13.8,No,No,PhD,High,4,4.3,0
Male,22,Business,85.72,83.52,67.29,76.95,45.9,97.62,11.5,No,Yes,Unknown,Medium,4,5.1,0
Female,18,Business,77.75,52.14,52.24,87.85,76.10000000000001,90.95,14.0,No,No,Bachelor's,Medium,8,6.3,0
Female,23,Engineering,55.44,81.39,65.02,69.11,20.6,70.78,10.5,Yes,Yes,Unknown,High,3,9.0,1
Female,21,Business,96.61,40.64,66.78,56.82,43.7,81.48,12.5,No,Yes,Unknown,High,5,5.3,0
Male,23,Engineering,72.62,58.31,54.64,75.53,18.1,56.09,19.2,Yes,Yes,PhD,Low,5,8.9,1
Female,21,Engineering,86.72,63.93,81.0,66.88,61.4,77.57,26.6,Yes,No,Unknown,High,3,5.8,0
Female,18,Mathematics,75.05,90.11,67.34,67.59,84.80000000000001,63.16,14.3,No,No,Bachelor's,Low,4,8.8,1
Male,21,Engineering,80.22,63.42,81.46,82.25,76.5,64.18,13.0,No,Yes,Master's,Medium,9,8.8,0
Female,18,Mathematics,65.14,40.68,50.34,94.28,94.4,56.29,24.5,No,Yes,High School,Medium,3,4.7,1
Female,22,Mathematics,60.02,61.14,99.1,77.93,97.2,67.91,5.6,No,Yes,Master's,High,10,8.1,0
Female,24,Mathematics,77.13,69.94,58.53,84.38,77.2,74.07,12.6,Yes,Yes,Unknown,Low,9,6.6,1
Male,20,Business,72.01,96.94,82.97,83.0,28.700000000000003,80.02,16.3,Yes,No,Bachelor's,Low,10,7.4,0
Male,21,Mathematics,69.51,96.46,85.79,77.56,21.9,65.24,20.0,Yes,No,Bachelor's,Low,1,7.9,0
Male,18,Engineering,83.63,50.85,58.58,65.54,44.8,89.61,8.9,No,Yes,Master's,Medium,5,4.6,0
Female,23,Business,84.53,51.11,55.59,68.89,99.4,76.05,15.8,No,Yes,PhD,Low,5,8.0,1
Male,18,Engineering,52.3,49.8,57.63,65.79,41.3,81.9,19.2,Yes,Yes,High School,Medium,9,5.5,1
Female,23,Business,66.94,87.34,62.34,95.87,19.9,63.91,17.8,Yes,No,Unknown,Medium,8,7.7,1
Female,21,Engineering,70.59,40.36,58.41,91.33,94.4,90.71,19.4,No,No,Unknown,High,7,6.9,0
Female,19,CS,54.84,47.63,83.7,78.97,38.6,81.21,21.6,Yes,No,Master's,High,1,7.4,0
Male,23,CS,61.8,72.28,71.04,95.61,69.1,93.12,14.5,No,Yes,Bachelor's,Medium,7,7.1,0
Male,18,CS,52.58,54.85,76.89,94.32,78.8,58.0,6.6,No,Yes,Bachelor's,High,2,8.1,1
Female,21,Engineering,99.81,45.54,52.37,96.38,84.3,69.03,6.4,No,Yes,PhD,High,9,8.5,1
Female,18,Business,86.83,61.59,93.06,61.09,82.10000000000001,55.65,26.5,No,No,High School,Medium,3,6.2,0
Male,19,Mathematics,54.37,56.45,58.53,85.88,83.6,60.78,21.9,Yes,No,Unknown,Medium,9,6.0,1
Male,20,Mathematics,51.01,70.67,68.01,80.46,66.8,69.73,24.1,No,No,Master's,Low,5,5.2,0
Male,24,Engineering,85.96,98.75,53.6,86.69,40.4,94.73,28.2,Yes,No,PhD,Low,4,8.1,0
Female,24,Engineering,71.96,47.46,56.84,63.17,66.7,77.85,23.8,Yes,No,High School,High,5,8.8,0
Male,19,Engineering,89.34,62.36,83.29,84.74,83.69999999999999,66.52,22.3,Yes,No,Unknown,High,2,5.0,0
Male,22,Engineering,96.17,95.92,84.63,70.49,35.099999999999994,87.34,21.4,Yes,No,High School,Medium,8,6.3,0
Male,21,Mathematics,79.97,92.61,83.85,91.7,29.700000000000003,50.98,11.5,Yes,No,Unknown,Low,8,7.9,0
Female,19,Business,59.36,63.66,77.61,89.77,34.4,68.5,28.9,No,Yes,High School,Low,8,7.2,0
Male,20,Mathematics,89.11,81.94,97.63,60.57,55.1,80.04,18.6,Yes,Yes,High School,Medium,8,8.1,0
Female,18,Engineering,97.79,45.27,75.36,59.19,5.2,79.16,10.6,Yes,No,Master's,Medium,7,4.1,1
Female,21,CS,79.01,82.75,72.47,85.89,77.9,80.38,10.2,Yes,No,PhD,Medium,2,8.6,0
Female,23,Mathematics,84.1,98.37,62.38,77.52,13.9,60.58,25.4,Yes,No,Bachelor's,Low,8,4.3,1
Male,19,CS,66.87,72.25,54.94,77.86,13.3,66.85,11.3,No,No,High School,Medium,6,6.2,1
Male,20,CS,69.08,69.91,77.41,87.63,19.8,96.58,6.0,Yes,Yes,Master's,High,5,5.4,0
Male,19,Engineering,86.73,51.24,65.74,92.75,57.7,98.7,15.7,No,Yes,Bachelor's,Low,2,8.6,0
Female,22,Mathematics,96.39,78.03,76.2,61.95,28.6,65.6,25.4,Yes,Yes,PhD,Medium,3,5.4,1
Male,24,Business,81.45,75.43,60.31,77.78,36.8,82.23,15.4,No,No,PhD,High,4,5.9,1
Female,24,Mathematics,89.49,79.12,91.91,91.45,93.2,62.06,25.1,Yes,No,High School,Low,4,8.4,0
Male,21,Business,58.58,41.56,99.98,93.64,84.7,68.43,25.7,Yes,No,Unknown,Medium,5,6.7,0
Male,18,Business,60.6,72.92,66.12,64.37,85.19999999999999,89.62,26.4,No,Yes,PhD,High,2,8.5,0
Male,20,Engineering,76.6,75.7,92.12,55.21,57.8,75.06,19.7,No,Yes,Master's,Medium,9,7.3,0
Male,19,Business,58.83,52.45,93.65,61.64,86.6,92.48,22.5,No,Yes,High School,High,9,4.4,0
Female,21,Mathematics,81.75,52.5,99.8,97.27,77.9,81.44,11.5,No,No,PhD,Low,9,6.2,0
Female,19,Mathematics,64.58,56.57,67.14,73.12,95.3,81.45,7.5,Yes,No,High School,Low,5,4.9,0
Female,21,CS,89.58,82.7,87.8,70.93,6.4,51.69,18.3,Yes,Yes,Unknown,Low,4,4.3,1
Female,24,Business,90.41,76.38,61.44,50.65,2.9,87.48,5.3,Yes,Yes,PhD,Medium,9,5.9,1
Male,22,Engineering,73.19,90.75,81.24,52.55,17.5,98.89,16.6,No,Yes,High School,Low,8,8.5,0
Female,19,Engineering,59.04,57.74,85.24,83.43,92.9,73.65,7.6,Yes,No,Master's,High,7,4.6,0
Female,22,Mathematics,82.34,94.72,87.06,79.49,60.6,57.93,7.7,No,No,PhD,Medium,5,4.0,0
Female,23,Business,99.64,84.62,60.36,78.78,42.6,98.85,26.8,No,Yes,Unknown,High,8,8.7,0
Male,23,Engineering,81.13,63.7,92.44,55.52,51.3,64.51,21.0,Yes,Yes,Bachelor's,High,5,6.7,1
Female,24,Business,51.79,45.72,71.05,67.6,83.0,70.46,21.1,Yes,No,Bachelor's,High,2,6.8,1
Female,20,Business,50.86,55.42,60.82,90.62,92.9,53.87,15.1,No,Yes,High School,Medium,6,8.6,1
Male,22,CS,66.02,97.41,77.13,58.75,73.0,55.54,15.3,Yes,No,PhD,High,2,7.5,0
Male,21,Engineering,59.79,58.62,93.17,94.13,76.0,60.83,12.6,No,No,PhD,High,10,8.1,1
Female,20,CS,90.65,59.79,98.35,56.07,32.0,77.42,15.9,No,Yes,Unknown,Low,9,7.9,0
Female,19,Engineering,92.24,51.38,87.41,58.46,46.7,77.89,19.7,Yes,No,Bachelor's,Medium,7,7.1,0
Male,19,Business,62.93,88.41,50.28,73.89,88.5,80.31,9.7,No,Yes,Master's,Low,3,7.4,0
Female,21,Engineering,66.28,56.54,56.74,97.26,78.60000000000001,79.19,11.5,No,No,Bachelor's,High,10,6.8,0
Male,18,Mathematics,61.81,59.82,53.81,66.48,68.4,74.76,17.4,Yes,No,PhD,High,8,5.8,1
Female,18,Business,95.42,64.86,55.06,82.91,6.5,90.1,14.6,Yes,No,Master's,Medium,1,5.4,1
Female,19,Engineering,75.13,66.02,69.15,79.43,4.0,96.69,25.5,Yes,No,Master's,High,9,4.9,0
Female,24,CS,82.81,64.68,66.92,57.48,13.0,63.49,25.5,No,No,Unknown,Medium,7,5.8,1
Female,24,CS,70.77,70.22,55.68,62.41,58.1,56.51,13.4,No,No,High School,High,10,6.9,1
Female,21,Business,81.55,88.87,94.11,96.51,53.6,71.25,16.3,No,No,High School,High,2,6.9,0
Male,18,CS,69.29,89.16,80.77,59.24,94.3,51.32,29.4,No,No,Unknown,Low,8,7.4,1
Male,22,Business,66.98,87.9,89.82,84.75,69.5,94.17,25.7,No,No,PhD,High,6,8.4,0
Female,19,Business,81.72,46.07,68.58,98.23,29.4,61.99,10.4,No,No,PhD,Low,6,7.3,1
Female,23,Business,79.55,87.98,70.51,55.98,16.1,77.46,12.0,No,Yes,High School,Low,4,4.9,1
Female,22,Engineering,64.68,47.22,65.88,69.96,85.0,55.75,7.1,Yes,No,Bachelor's,High,5,4.1,1
Male,21,Business,57.47,47.48,71.92,61.2,46.0,77.66,21.9,Yes,No,Unknown,Low,9,5.0,0
Male,23,CS,68.43,96.87,80.52,61.08,65.3,51.95,12.9,No,Yes,Bachelor's,Medium,7,8.5,1
Male,22,Mathematics,70.76,89.16,74.65,55.95,56.5,88.44,18.4,Yes,Yes,Unknown,Low,1,6.8,0
Male,18,Engineering,81.43,73.14,91.9,82.48,10.7,97.77,24.2,Yes,Yes,Unknown,Medium,2,8.2,0
Male,24,CS,95.73,92.5,95.01,87.32,5.699999999999999,65.35,25.9,No,Yes,High School,Low,1,5.2,0
Male,18,Business,51.81,99.36,73.48,83.84,37.7,62.91,13.1,No,Yes,High School,Low,9,7.5,0
Male,23,Business,62.18,76.64,61.99,96.23,36.2,72.4,10.9,Yes,Yes,Bachelor's,Low,10,7.7,1
Male,20,Mathematics,59.69,76.77,97.26,57.28,67.4,81.0,26.2,No,No,PhD,High,1,8.0,0
Female,24,CS,75.11,85.27,86.75,65.99,63.2,59.45,14.5,No,No,Master's,High,3,6.7,0
Male,19,Engineering,71.49,53.93,82.01,67.23,96.9,90.17,25.5,No,Yes,Bachelor's,High,6,8.0,0
Male,23,CS,86.45,50.03,87.27,61.6,85.8,59.93,8.7,Yes,Yes,Unknown,High,6,8.7,1
Male,21,Business,62.12,85.57,53.8,57.11,49.7,50.27,27.8,Yes,Yes,Master's,Medium,9,8.8,1
Male,19,Engineering,79.72,60.69,53.38,74.34,50.0,76.21,17.1,No,Yes,Master's,Low,9,4.6,0
Female,22,Business,94.19,48.1,57.66,91.72,67.4,55.76,9.3,Yes,Yes,Master's,High,4,7.1,1
Male,24,Business,95.53,58.89,57.37,97.73,11.4,84.91,18.4,Yes,No,Master's,Low,1,4.6,0
Female,21,CS,97.94,61.52,71.03,56.47,100.0,58.37,26.8,Yes,No,Master's,High,10,8.6,1
Female,21,Mathematics,88.66,97.91,57.87,91.16,51.900000000000006,90.87,14.7,No,Yes,Bachelor's,Medium,9,8.8,0
