Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Study_Hours_per_Week,Stress_Level (1-10),Sleep_Hours_per_Night,Extracurricular,Avg_Exam_Score,Exam_Improvement,Study_Sleep_Ratio,Low_Score_Count,Overall_Avg_Score,Score_Variability,Attendance_Efficiency,Priority
68.79,47.09,78.12,83.43,87.79,23.9,55.93,17.0,7,8.8,0,62.605,31.03,1.9101123595505616,1,62.71,24.86749605408635,91.1615060328536,2
72.62,99.42,95.73,97.89,90.48,99.2,85.93,11.8,4,8.1,1,97.575,-3.6899999999999977,1.4390243902439026,0,94.77500000000002,5.448907229894815,130.50812448361336,0
73.75,91.97,52.34,86.43,90.79,98.3,69.76,12.1,2,4.2,0,72.155,-39.63,2.813953488372093,0,81.59833333333334,17.26583379587174,110.64180790960452,1
70.68,53.02,45.65,65.2,96.57,27.6,63.48,6.4,10,5.6,1,49.335,-7.370000000000003,1.1228070175438598,1,58.58666666666667,23.103822771711755,82.89002075080174,2
99.83,86.5,93.32,96.8,91.53,77.8,51.96,20.0,10,6.5,1,89.91,6.819999999999993,3.0303030303030303,0,82.985,16.567881880312882,83.12631473504959,1
78.39,92.99,76.92,82.04,57.43,59.7,64.76,20.4,8,4.4,0,84.955,-16.069999999999993,4.533333333333333,0,72.30666666666666,14.007257642617509,92.23965641876087,1
74.73,81.32,91.08,76.86,88.05,62.8,87.6,29.6,7,5.3,1,86.19999999999999,9.760000000000003,5.481481481481482,0,81.28500000000001,10.419822935155857,108.77157767964673,0
66.08,40.21,80.2,97.66,87.9,68.5,56.34,21.3,10,6.4,0,60.205,39.99,3.276923076923077,1,71.80166666666668,21.19593962688766,108.65869652945926,2
73.26,76.4,52.07,75.85,75.28,41.900000000000006,62.62,22.3,7,7.5,0,64.235,-24.330000000000005,2.93421052631579,0,64.02,14.519351225175315,87.38738738738738,2
64.44,82.36,44.65,77.31,54.61,62.6,62.94,19.9,3,5.2,0,63.505,-37.71,3.7547169811320753,1,64.07833333333333,13.999193429146793,99.43875439685496,2
58.83,90.82,57.87,73.14,82.91,23.8,59.44,12.4,8,4.8,0,74.345,-32.95,2.5306122448979598,0,64.66333333333334,23.80004425766193,109.91557595331184,2
52.73,89.07,86.16,93.85,87.71,4.6000000000000005,92.81,27.0,9,8.3,0,87.615,-2.9099999999999966,3.214285714285714,0,75.7,34.9565249989183,143.56153992034896,0
94.74,53.4,62.16,83.29,79.03,40.8,62.5,22.7,8,7.7,0,57.78,8.759999999999998,2.91025641025641,0,63.53,15.82981490731967,67.05720920413765,2
50.48,92.1,94.87,53.24,99.25,91.9,93.46,28.1,5,6.9,1,93.485,2.7700000000000102,4.014285714285714,0,87.47000000000001,16.983304743188235,173.2765451664026,0
74.45,73.6,49.81,83.71,60.32,28.700000000000003,74.63,21.5,8,6.2,1,61.705,-23.789999999999992,3.412698412698413,1,61.795,20.12688425961653,83.00201477501678,2
86.6,86.41,54.09,99.26,77.74,92.8,81.99,16.4,9,7.0,1,70.25,-32.31999999999999,2.309859154929577,0,82.04833333333333,15.691382879359828,94.7440338722094,1
70.83,99.93,57.6,64.37,78.89,36.7,60.82,26.5,10,4.7,1,78.765,-42.330000000000005,5.520833333333334,0,66.385,21.330949111560884,93.72441056049698,2
56.86,53.03,87.89,78.92,98.83,97.2,61.48,18.8,1,4.5,1,70.46000000000001,34.86,4.086956521739131,0,79.55833333333334,18.884005313139127,139.91968577793412,1
53.67,76.49,98.58,59.59,63.21,17.8,76.95,10.2,10,6.7,1,87.535,22.090000000000003,1.5,0,65.43666666666667,27.061438000717303,121.92410409291348,1
95.87,89.63,47.34,91.25,65.96,0.3,69.29,27.2,4,4.7,0,68.485,-42.28999999999999,5.666666666666667,1,60.62833333333334,33.758915513781936,63.240151594172666,2
61.5,89.27,45.65,52.29,68.33,69.1,58.15,5.9,3,5.8,0,67.46,-43.62,1.0000000000000002,1,63.798333333333325,15.4347457597029,103.7371273712737,2
65.94,93.99,51.07,54.35,68.11,37.9,95.05,8.8,10,8.4,0,72.53,-42.92,1.035294117647059,0,66.74499999999999,23.565661246822675,101.2208067940552,1
67.74,96.83,97.93,60.67,76.81,95.1,76.52,5.5,6,5.5,0,97.38,1.1000000000000083,0.9821428571428572,0,83.97666666666667,15.05852538154605,123.9690975297707,0
65.4,96.31,72.59,64.0,76.92,29.6,84.2,28.5,1,7.1,0,84.45,-23.72,3.958333333333334,0,70.60333333333334,22.866685519914483,107.95616717635066,1
86.33,43.78,70.4,57.68,90.82,64.4,50.45,22.0,5,5.4,1,57.09,26.620000000000005,4.0,1,62.921666666666674,16.648416641430696,72.88505347696824,2
86.59,77.95,95.93,52.68,70.11,69.5,76.29,9.5,7,6.1,1,86.94,17.980000000000004,1.5322580645161292,0,73.74333333333334,14.08048815441662,85.16379874504369,1
99.76,52.79,78.03,78.72,61.39,89.0,72.09,23.3,9,7.0,1,65.41,25.24,3.2816901408450705,0,72.00333333333333,13.054681408087546,72.17655707030205,1
60.86,91.24,57.83,75.19,82.63,57.3,50.96,6.3,1,8.6,1,74.535,-33.41,0.7241379310344828,0,69.19166666666666,16.15915024581016,113.68988936356664,2
63.83,80.45,51.35,90.01,77.52,23.9,74.63,28.9,7,8.6,1,65.9,-29.1,3.32183908045977,0,66.30999999999999,24.40871074022551,103.88532038226538,2
78.51,92.25,53.27,64.37,74.33,5.300000000000001,77.11,9.7,3,8.4,0,72.76,-38.98,1.1411764705882352,0,61.10500000000001,30.289658796361504,77.83084957330277,2
90.89,73.75,45.99,89.62,73.8,70.7,91.81,14.5,7,4.5,0,59.870000000000005,-27.76,3.1521739130434785,1,74.27833333333334,16.4697801037739,81.72332856566545,1
66.42,63.61,96.24,94.75,87.2,93.2,73.46,23.2,7,5.3,0,79.925,32.629999999999995,4.296296296296297,0,84.74333333333333,13.295025636179371,127.58707216701796,0
68.41,57.04,99.5,89.89,65.62,23.8,70.17,13.7,1,7.3,1,78.27,42.46,1.8513513513513515,0,67.67,26.66422172125037,98.91828680017542,1
65.95,82.18,69.14,95.95,50.33,68.7,53.94,10.1,2,8.5,1,75.66,-13.040000000000006,1.1744186046511629,0,70.03999999999999,17.14063826116169,106.20166793025018,2
90.45,90.77,49.41,93.4,93.41,97.1,50.13,16.0,7,6.6,1,70.09,-41.36,2.388059701492537,1,79.03666666666668,22.76043907016441,87.38161046618758,2
56.07,56.72,78.91,71.64,89.23,94.7,60.89,28.2,5,5.1,0,67.815,22.19,5.423076923076923,0,75.34833333333333,15.163661057497515,134.38261696688662,1
96.23,48.44,98.27,55.66,69.52,20.5,99.89,14.3,9,8.2,1,73.35499999999999,49.83,1.7228915662650606,1,65.38,30.61205056836278,67.94139041878832,1
66.7,83.13,90.04,74.29,90.48,73.3,86.61,23.2,3,6.8,1,86.58500000000001,6.910000000000011,3.3623188405797104,0,82.97500000000001,7.59620102419624,124.40029985007496,0
62.12,81.14,85.32,82.19,69.11,41.5,66.8,5.1,3,6.6,1,83.22999999999999,4.179999999999993,0.7611940298507462,0,71.01,16.276115015568056,114.31101094655509,1
58.52,44.13,98.34,66.19,86.57,83.10000000000001,91.19,27.5,6,8.1,0,71.235,54.21,3.353658536585366,1,78.25333333333334,19.86662796416812,133.72066529961268,0
82.35,65.86,46.74,64.38,96.42,20.0,63.85,23.7,4,4.3,1,56.3,-19.12,5.386363636363637,1,59.54166666666666,25.17669590448013,72.30317749443434,2
50.53,85.63,84.09,55.33,55.34,76.0,51.76,22.4,1,5.1,1,84.86,-1.539999999999992,4.307692307692308,0,68.02499999999999,15.6092495014975,134.6229962398575,2
75.29,61.89,62.52,93.61,53.42,73.1,79.19,13.2,7,8.4,1,62.205,0.6300000000000026,1.552941176470588,0,70.62166666666666,14.462353081938868,93.799530703502,1
94.45,45.89,62.24,51.23,93.21,19.5,85.82,15.4,7,7.6,1,54.065,16.35,2.0000000000000004,1,59.64833333333333,27.16654959074977,63.15334392094583,2
53.15,84.87,58.63,83.32,90.65,12.6,81.11,8.4,10,8.0,1,71.75,-26.24,1.0370370370370372,0,68.53000000000002,29.527835680929957,128.93697083725309,1
52.44,99.14,46.96,76.63,55.07,40.7,89.63,15.9,8,6.8,1,73.05,-52.18,2.3043478260869565,1,68.02166666666666,23.94655333584912,129.71332316297992,1
93.08,96.15,99.11,59.88,57.39,52.1,86.47,24.9,5,5.5,0,97.63,2.9599999999999937,4.446428571428571,0,75.18333333333334,21.08606332786342,80.77281191806333,0
89.11,81.94,56.71,97.63,60.57,55.1,80.04,18.6,8,8.1,1,69.325,-25.23,2.268292682926829,0,71.99833333333335,17.148650578592665,80.79714210900387,1
50.44,69.68,81.05,87.45,71.88,68.1,96.47,25.1,2,6.1,0,75.36500000000001,11.36999999999999,4.048387096774194,0,79.105,11.288104801072675,156.82989690721652,0
74.48,73.21,55.31,84.55,89.75,99.7,50.99,16.1,6,4.0,0,64.25999999999999,-17.89999999999999,3.926829268292684,0,75.585,19.41227420989102,101.48361976369496,2
95.88,99.12,85.55,78.58,71.22,14.1,93.29,14.3,10,8.8,1,92.335,-13.570000000000007,1.6067415730337078,0,73.64333333333335,30.830090928614965,76.80781532471146,0
69.56,96.28,70.76,92.36,67.17,42.8,54.17,23.6,8,7.8,1,83.52000000000001,-25.52,2.987341772151899,0,70.59000000000002,20.91666703851261,101.48073605520416,1
78.35,97.4,54.91,76.38,72.76,98.5,82.53,20.1,1,8.7,1,76.155,-42.49000000000001,2.2840909090909096,0,80.41333333333334,16.403755261118313,102.63348223782177,1
77.31,63.43,82.59,87.2,86.41,45.5,74.79,25.0,8,4.8,0,73.01,19.160000000000004,5.102040816326531,0,73.32000000000001,16.27182104129713,94.83896003104384,1
84.24,72.69,47.55,93.22,95.39,16.599999999999998,95.24,21.3,6,5.1,1,60.12,-25.14,4.096153846153847,1,70.115,32.1981283617542,83.23243114909782,1
67.2,68.05,57.22,69.39,61.1,10.5,56.57,15.5,1,4.6,0,62.635,-10.829999999999998,3.297872340425533,0,53.805,21.87994401272545,80.06696428571428,2
70.57,77.43,62.57,55.07,87.96,19.1,77.99,29.6,7,4.9,0,70.0,-14.860000000000008,5.92,0,63.35333333333333,24.679778497115137,89.77374710689152,2
76.75,74.05,62.23,76.67,75.56,24.6,70.01,14.1,1,5.9,0,68.14,-11.82,2.35,0,63.85333333333333,19.93313288639462,83.19652551574376,2
57.39,66.0,86.38,79.69,78.96,40.9,59.67,10.5,2,5.8,1,76.19,20.379999999999995,1.779661016949153,0,68.6,16.734640719178884,119.53301968984144,1
84.51,99.67,84.55,61.64,67.59,18.0,70.44,16.8,2,7.5,0,92.11,-15.120000000000005,2.210526315789474,0,66.98166666666667,27.63056526143949,79.25886482861988,1
90.29,77.21,63.42,85.89,91.07,53.7,58.39,12.8,7,7.6,0,70.315,-13.789999999999992,1.662337662337663,0,71.61333333333333,15.340029552340066,79.31480045778417,2
81.09,98.85,76.24,53.31,88.48,27.0,56.21,10.9,10,7.6,1,87.54499999999999,-22.61,1.4155844155844155,0,66.68166666666666,26.3227000261498,82.23167673778104,2
93.81,62.27,95.98,69.94,74.13,58.5,73.96,13.8,4,8.6,1,79.125,33.71,1.5862068965517244,0,72.46333333333332,13.139994926432305,77.24478555946415,1
53.65,99.61,56.61,78.06,50.15,18.2,52.36,7.7,4,4.6,1,78.11,-43.0,1.6382978723404258,0,59.165,27.586433441095643,110.27958993476236,2
64.28,95.06,66.09,55.3,70.38,41.3,67.51,16.6,9,6.3,0,80.575,-28.97,2.5937500000000004,0,65.94,17.835440000179418,102.58245177349096,2
82.84,79.77,58.18,81.04,58.22,5.699999999999999,55.52,9.2,8,7.3,1,68.975,-21.59,1.2432432432432432,0,56.405,27.31677707929689,68.08908739739256,2
58.01,57.57,76.39,99.68,75.78,56.4,97.51,18.7,5,5.3,1,66.98,18.82,3.4629629629629632,0,77.22166666666666,18.64667843522451,133.11785324369362,0
91.61,91.95,57.58,72.31,84.68,77.6,58.68,19.5,1,6.9,0,74.765,-34.370000000000005,2.7857142857142856,0,73.8,13.82866443298123,80.55889095076957,2
87.57,83.1,99.89,85.61,69.21,41.7,69.7,14.2,9,8.3,1,91.495,16.790000000000006,1.6904761904761902,0,74.86833333333333,19.83983005639581,85.49541319325492,0
76.92,77.75,66.15,63.19,69.48,93.4,57.78,21.6,10,4.9,1,71.95,-11.599999999999994,4.32,0,71.29166666666667,12.715419641784012,92.68287398162592,2
69.0,49.39,43.78,55.5,67.95,68.89999999999999,54.59,29.4,4,5.6,1,46.585,-5.609999999999999,5.157894736842105,2,56.685,10.01654381510908,82.15217391304348,2
92.52,72.26,67.47,69.19,53.44,94.9,77.34,5.6,1,4.8,1,69.86500000000001,-4.790000000000006,1.142857142857143,0,72.43333333333334,13.599684800268966,78.28937887303647,1
77.34,57.63,48.48,94.42,59.62,31.0,54.75,10.0,5,7.4,0,53.055,-9.150000000000006,1.3333333333333333,1,57.65,20.77804418129868,74.54098784587535,2
92.81,49.24,77.98,60.06,86.67,15.6,90.45,27.7,7,4.4,0,63.61,28.74,6.155555555555555,1,63.333333333333336,28.2214327536124,68.23977301296556,1
81.58,97.27,73.62,65.01,62.77,75.9,91.81,20.8,9,7.0,1,85.445,-23.64999999999999,2.9295774647887325,0,77.72999999999999,14.04207249660818,95.28070605540572,0
98.03,65.98,79.02,98.25,60.54,94.7,97.09,28.9,8,5.9,0,72.5,13.039999999999992,4.816666666666666,0,82.59666666666668,16.595041026362868,84.25652011289061,0
77.67,93.14,76.99,97.53,81.96,12.2,59.52,15.8,6,5.1,1,85.065,-16.150000000000006,3.038461538461539,0,70.22333333333331,31.418572002347062,90.41242865113082,1
79.4,97.29,69.24,85.17,77.45,79.4,58.66,9.8,8,7.7,1,83.265,-28.05000000000001,1.2564102564102566,0,77.86833333333333,13.239672830801627,98.07094878253568,1
73.66,66.4,49.59,63.9,77.9,52.0,76.53,17.3,2,6.1,1,57.995000000000005,-16.810000000000002,2.790322580645162,1,64.38666666666667,11.888918650014672,87.41062539596345,2
82.44,82.47,96.26,81.41,68.89,47.0,61.37,28.0,8,5.0,1,89.36500000000001,13.790000000000006,5.490196078431373,0,72.89999999999999,17.490143509988705,88.42794759825327,1
66.23,90.76,87.51,66.73,50.13,1.7000000000000002,61.02,14.3,1,6.8,0,89.135,-3.25,2.0724637681159424,0,59.64166666666666,32.38779857703618,90.05234284563892,2
66.2,41.75,48.79,75.6,96.12,88.69999999999999,68.64,19.1,10,8.4,1,45.27,7.039999999999999,2.247058823529412,2,69.93333333333332,21.508388751058657,105.63947633434036,2
98.32,77.58,61.25,86.23,91.25,76.8,96.66,8.7,4,6.0,1,69.41499999999999,-16.33,1.4262295081967211,0,81.62833333333333,12.606990785539056,83.0231217792243,0
99.25,48.34,68.13,67.18,71.72,63.0,77.52,27.6,1,6.3,1,58.235,19.789999999999992,4.312500000000001,1,65.98166666666667,9.922012732639816,66.48026868178002,2
83.34,50.94,89.26,90.12,76.57,42.5,58.07,5.3,6,7.5,0,70.1,38.32000000000001,0.6973684210526316,0,67.91,20.271047333574064,81.48548116150707,1
52.85,46.8,67.29,67.61,96.45,57.2,94.73,10.9,2,5.9,0,57.045,20.49000000000001,1.8166666666666669,1,71.67999999999999,20.04683117103549,135.62913907284766,1
51.54,64.04,50.02,87.28,96.99,39.900000000000006,82.58,5.1,6,4.1,0,57.03,-14.020000000000003,1.2142857142857144,0,70.135,22.476376709781317,136.07877376794724,1
66.11,64.36,94.12,94.37,91.3,77.2,52.66,26.4,7,7.0,0,79.24000000000001,29.760000000000005,3.7183098591549295,0,79.00166666666667,17.47859538597615,119.5003277366006,1
53.15,74.23,54.93,97.96,53.98,36.0,56.18,23.8,1,6.4,1,64.58,-19.300000000000004,3.661538461538462,0,62.21333333333334,21.29130871192907,117.05236751332708,2
63.45,44.57,77.89,99.89,74.46,18.1,89.99,27.8,5,8.1,0,61.23,33.32,3.3902439024390247,1,67.48333333333333,30.585778176575246,106.35671132125032,1
72.41,67.11,91.03,79.14,57.66,97.1,55.07,15.7,6,8.0,1,79.07,23.92,1.938271604938272,0,74.51833333333333,17.44276975330084,102.91166045205544,1
99.48,82.86,53.49,96.61,69.37,1.9,75.73,10.2,1,8.7,1,68.175,-29.37,1.1590909090909092,0,63.32666666666666,33.31573602168601,63.65768663717999,1
91.58,41.72,45.99,96.67,98.06,27.7,57.38,14.2,5,6.5,1,43.855,4.270000000000003,2.1515151515151514,2,61.25333333333333,29.54461146582684,66.88505496105408,2
54.11,59.1,78.62,84.32,67.23,88.4,51.72,22.9,1,5.2,0,68.86,19.520000000000003,4.320754716981132,0,71.565,14.58679368469987,132.25836259471447,2
68.42,60.87,52.49,61.47,52.31,21.0,80.54,29.0,2,7.4,0,56.68,-8.379999999999995,3.8666666666666663,0,54.78,19.48258299096914,80.06430868167202,2
77.11,65.12,69.88,73.86,99.78,31.200000000000003,99.34,10.3,1,7.4,0,67.5,4.759999999999991,1.3733333333333335,0,73.19666666666666,25.418655878442248,94.92499891929278,1
52.39,44.08,41.26,80.3,53.49,39.1,73.59,25.9,6,4.3,1,42.67,-2.8200000000000003,5.886363636363637,2,55.30333333333334,17.59687548022849,105.5608576700388,2
67.25,72.57,88.07,54.32,72.0,5.4,98.1,22.7,5,8.1,0,80.32,15.5,2.768292682926829,0,65.07666666666665,32.86434826170552,96.76827757125152,1
88.54,43.79,46.77,95.88,58.43,97.2,95.06,21.3,4,7.5,1,45.28,2.980000000000004,2.8026315789473686,2,72.855,25.88116593200546,82.28484300880957,1
88.8,62.89,62.96,82.11,83.66,14.6,55.51,16.1,1,6.0,0,62.925,0.0700000000000002,2.6393442622950825,0,60.28833333333333,25.08618218594983,67.89226726726727,2
72.26,94.87,98.15,66.96,89.45,75.3,81.47,11.6,10,7.1,0,96.51,3.280000000000001,1.6111111111111112,0,84.36666666666667,11.997730896576517,116.7543131285174,0
96.11,63.52,66.98,97.4,69.57,12.2,59.04,9.5,1,5.9,0,65.25,3.460000000000001,1.5833333333333333,0,61.45166666666668,27.65709053148337,63.93888946693026,2
74.55,72.63,89.89,93.23,60.14,89.1,75.75,6.6,6,6.3,0,81.25999999999999,17.260000000000005,1.03125,0,80.12333333333333,12.824685051363511,107.47596691258664,0
50.02,68.87,52.19,52.1,97.51,79.2,71.57,10.5,7,8.6,0,60.53,-16.680000000000007,1.206896551724138,0,70.24,17.21884084368051,140.42383046781288,2
50.68,78.74,55.42,77.36,93.95,5.6000000000000005,52.03,23.8,3,8.9,1,67.08,-23.319999999999997,2.6444444444444444,0,60.51666666666667,31.136523034318824,119.40936595632728,2
86.97,86.48,41.14,76.05,77.18,9.3,65.75,13.1,4,6.6,0,63.81,-45.34,1.955223880597015,1,59.31666666666667,29.018600012176098,68.20359510942471,2
59.4,43.23,94.22,54.27,88.26,11.5,86.49,24.4,4,8.0,1,68.725,50.99,3.0123456790123457,1,62.995000000000005,32.508004398916896,106.05218855218855,1
79.73,42.6,81.39,80.64,96.38,56.7,67.78,10.3,10,5.7,1,61.995000000000005,38.79,1.7758620689655171,1,70.915,19.32046143341302,88.94393578326854,1
67.3,99.44,83.55,84.66,52.18,6.1,54.54,16.5,8,8.0,0,91.495,-15.89,2.037037037037037,0,63.41166666666667,33.59931214573695,94.22238732045568,1
67.66,62.29,92.24,83.25,65.97,28.5,59.5,24.1,4,8.0,1,77.265,29.95,2.975308641975309,0,65.29166666666667,22.114948262807825,96.49965513843728,1
86.08,99.6,63.74,56.19,99.87,98.7,53.31,11.4,2,5.1,0,81.67,-35.85999999999999,2.1923076923076925,0,78.56833333333333,23.06524954702781,91.27362143742256,1
94.46,52.94,84.46,74.53,86.35,3.4000000000000004,98.47,22.5,4,6.8,1,68.69999999999999,31.52,3.260869565217392,0,66.69166666666666,34.54970067405312,70.60307714023573,1
59.33,52.18,99.01,60.71,74.98,71.2,87.27,26.1,2,8.8,0,75.595,46.830000000000005,2.932584269662921,0,74.225,17.104538286665328,125.10534299679756,1
97.45,54.43,44.41,64.3,62.8,23.2,68.19,29.3,4,7.7,0,49.42,-10.020000000000003,3.756410256410256,1,52.88833333333333,16.84199681352145,54.272276381050105,2
92.14,89.35,60.9,53.4,63.09,82.30000000000001,88.05,22.9,8,6.5,0,75.125,-28.45,3.4696969696969697,0,72.84833333333334,15.54963075660212,79.06265827364157,1
75.3,47.34,90.86,76.93,64.6,99.0,94.24,22.2,5,5.7,1,69.1,43.52,3.827586206896552,1,78.82833333333333,19.933594173321243,104.68570163789288,0
76.6,69.57,43.99,95.19,70.92,51.2,77.44,14.6,1,5.3,1,56.78,-25.57999999999999,2.703703703703704,1,68.05166666666666,18.428809420759297,88.84029590948651,2
97.17,41.77,46.07,80.15,89.72,12.9,75.28,20.0,7,5.6,0,43.92,4.299999999999997,3.5087719298245617,2,57.64833333333333,29.10115146633663,59.327295804603615,2
91.13,44.13,43.81,51.5,57.47,54.1,69.45,14.7,8,5.3,0,43.97,-0.3200000000000003,2.7222222222222223,2,53.41,9.551626039580905,58.60858114781082,2
91.91,68.83,43.68,65.16,88.69,86.7,51.91,28.1,2,8.1,1,56.255,-25.15,3.4268292682926838,1,67.495,18.085026679549028,73.43596997062345,2
88.79,85.95,75.76,99.14,95.42,10.8,76.85,27.2,3,5.8,0,80.855,-10.189999999999998,4.610169491525424,0,73.98666666666668,32.37004026359354,83.32770206855128,1
52.91,60.73,78.0,78.48,59.45,23.8,80.33,13.1,7,7.6,0,69.365,17.270000000000003,1.7012987012987013,0,63.465,21.53163881361565,119.94896994896992,1
64.58,43.37,58.62,99.69,83.65,12.3,62.82,19.7,9,4.3,1,50.995,15.25,4.477272727272728,1,60.07500000000001,30.647311627612627,93.0241560854754,2
99.0,89.51,57.78,58.48,81.9,40.6,75.79,29.3,7,5.1,0,73.64500000000001,-31.730000000000004,5.634615384615386,0,67.34333333333335,18.21991072060088,68.02356902356904,2
94.25,40.78,79.57,68.87,72.52,16.7,54.3,8.1,5,6.2,1,60.175,38.78999999999999,1.2857142857142856,1,55.45666666666667,23.542936661909167,58.839964633068085,2
88.02,90.95,64.34,74.79,73.0,16.1,95.17,29.2,10,4.7,0,77.64500000000001,-26.61,6.083333333333333,0,69.05833333333335,28.412323675945032,78.4575475270772,1
75.29,87.12,47.85,58.4,67.33,21.3,63.94,16.6,9,5.6,0,67.485,-39.27,2.9122807017543866,1,57.656666666666666,21.99850964648893,76.57944835524859,2
65.26,48.98,64.34,67.73,66.33,48.4,93.01,28.0,9,4.3,1,56.66,15.360000000000008,6.363636363636364,1,64.79833333333333,16.286030107631102,99.29257329655736,1
80.43,84.58,81.42,94.21,94.38,38.9,60.66,28.5,5,6.5,0,83.0,-3.1599999999999966,4.318181818181818,0,75.69166666666666,21.83381085991785,94.1087488084877,1
68.44,86.13,87.33,68.87,94.64,94.6,57.62,21.4,3,7.7,1,86.72999999999999,1.2000000000000028,2.743589743589744,0,81.53166666666665,15.029708469117644,119.12867718683027,1
52.05,53.32,42.34,56.22,61.58,91.4,95.18,8.8,1,5.3,0,47.83,-10.979999999999997,1.62962962962963,1,66.67333333333333,21.58552725014302,128.09478065962216,2
80.6,98.97,41.83,81.22,67.14,47.1,96.66,10.9,4,8.5,1,70.4,-57.14,1.2674418604651163,1,72.15333333333335,24.389433504422907,89.52026468155503,1
90.72,70.35,71.1,94.17,53.76,55.1,83.66,9.0,5,7.6,1,70.725,0.75,1.168831168831169,0,71.35666666666667,15.791271850825272,78.65593768371546,1
54.2,74.35,68.32,78.79,73.3,97.0,60.65,22.5,4,5.5,1,71.335,-6.030000000000001,4.017857142857143,0,75.40166666666666,12.257679089724396,139.11746617466173,1
97.64,80.56,62.08,77.4,82.77,56.6,89.46,12.5,5,4.8,0,71.32,-18.480000000000004,2.5510204081632657,0,74.81166666666667,12.739008464816507,76.61989621739724,1
54.66,69.78,97.5,69.69,92.78,10.4,89.83,19.7,10,8.8,0,83.64,27.72,2.213483146067416,0,71.66333333333333,32.26177841760536,131.10745212830832,0
52.6,62.31,94.1,75.67,65.83,59.7,96.16,12.7,5,6.6,1,78.205,31.789999999999992,1.8955223880597016,0,75.62833333333333,16.06144877234512,143.78010139416983,0
64.12,61.59,57.89,64.65,80.35,58.2,55.18,9.3,7,4.0,0,59.74,-3.700000000000003,2.268292682926829,0,62.97666666666667,9.12177979709369,98.21688500727802,2
61.38,63.71,46.33,86.6,66.91,10.9,67.97,12.9,7,4.1,1,55.02,-17.380000000000003,3.071428571428572,1,57.06999999999999,25.99524033356876,92.97816878462038,2
69.54,43.18,78.96,76.03,83.57,53.9,83.21,17.6,6,5.3,0,61.06999999999999,35.779999999999994,3.25925925925926,1,69.80833333333332,17.050474968946368,100.38586904419518,1
53.87,75.22,64.39,51.28,55.17,50.1,72.99,20.9,3,6.7,0,69.805,-10.829999999999998,3.0735294117647056,0,61.525000000000006,10.982569371508651,114.2101355114164,2
59.02,70.08,44.1,66.43,66.15,15.1,67.2,6.9,7,7.4,0,57.09,-25.98,0.92,1,54.84333333333333,21.64202639926924,92.9233028351971,2
87.88,72.27,41.42,59.45,94.58,83.2,65.8,23.1,4,4.4,0,56.845,-30.849999999999994,5.133333333333334,1,69.45333333333333,18.587819309070834,79.03201335153999,2
54.18,77.14,78.25,74.63,53.95,76.10000000000001,84.54,7.1,2,4.1,0,77.695,1.1099999999999994,1.690476190476191,0,74.10166666666667,10.44759382186476,136.76941060661994,1
57.32,81.14,59.78,83.07,98.38,17.6,61.97,28.7,3,6.4,0,70.46000000000001,-21.36,4.415384615384616,0,66.99000000000001,28.14490220270804,116.8702023726448,2
92.77,69.31,86.85,65.73,84.52,76.8,75.93,29.5,3,6.3,0,78.08,17.539999999999992,4.609375,0,76.52333333333333,8.240673920661258,82.48715461176386,1
84.85,69.2,98.34,75.7,54.49,68.0,55.86,16.4,3,5.6,1,83.77000000000001,29.14,2.8771929824561404,0,70.265,16.002274525829133,82.81084266352387,1
79.66,40.91,64.54,98.1,68.88,73.0,73.88,18.3,10,4.7,1,52.725,23.63000000000001,3.8125,1,69.885,18.38955763470128,87.72909866934472,2
64.73,97.04,48.05,67.01,90.82,49.2,96.42,18.9,3,4.5,0,72.545,-48.99000000000001,4.108695652173913,1,74.75666666666667,23.02293523134413,115.48998403625318,1
90.76,88.95,53.0,64.31,91.02,0.5,61.16,12.2,1,5.7,0,70.975,-35.95,2.103448275862069,0,59.82333333333332,32.89172337635513,65.91376524166297,2
83.95,83.26,74.4,74.24,69.33,49.2,61.34,27.2,4,6.7,0,78.83000000000001,-8.86,4.0,0,68.62833333333333,11.91604702351693,81.74905697836013,1
63.27,70.45,60.76,52.83,68.14,9.4,95.73,16.6,2,5.1,1,65.605,-9.690000000000005,3.192307692307693,0,59.55166666666667,28.50696575692802,94.12307043885993,2
85.24,90.36,88.14,56.12,72.64,35.4,70.67,16.9,2,8.7,1,89.25,-2.219999999999999,1.9204545454545456,0,68.88833333333334,20.656269185568497,80.81690911934929,1
94.44,73.96,41.86,55.97,92.71,80.7,56.99,10.3,6,6.3,1,57.91,-32.099999999999994,1.6093750000000002,1,67.03166666666667,18.71368634627252,70.97804602569532,2
55.43,62.8,98.32,56.7,76.28,4.9,66.49,21.9,7,6.9,1,80.56,35.52,3.128571428571429,0,60.915,31.065406966592278,109.89536352155872,1
58.66,67.43,83.97,72.4,89.71,33.4,53.57,16.7,10,4.3,1,75.7,16.539999999999992,3.795454545454546,0,66.74666666666666,20.69787299861188,113.7856574610751,2
72.64,43.87,65.14,84.03,89.58,39.4,88.67,15.2,1,7.5,1,54.505,21.270000000000003,2.0,1,68.44833333333334,22.614582389835693,94.22953377386196,1
88.95,53.12,83.18,54.95,67.38,60.2,71.77,23.1,3,6.3,1,68.15,30.06000000000001,3.609375,0,65.1,11.376524952726118,73.18718381112984,2
